Amount,Term,Income,Interest,PMT,FICO,Approval
477127,1109,101724,8.7,3460.318578,624,0
459481,1110,80372,3.51,1398.648407,707,1
466553,1111,61844,3.16,1298.497202,679,0
271265,1112,105798,4.66,1067.757573,805,1
406169,1113,42127,4.45,1531.088269,663,0
200064,1114,90067,8.2,1367.79786,771,1
410340,1115,73165,7.29,2495.728557,643,0
335867,1116,56486,7.1,1989.965088,655,0
252548,1117,84950,5.29,1121.557304,660,0
436131,1118,77276,8.07,2934.614842,641,0
292026,1119,102238,8.65,2105.701345,597,0
259334,1120,102381,7.2,1557.921817,593,0
180550,1121,52649,3.68,572.1717923,738,1
241131,1122,78257,6.46,1301.237821,648,0
418439,1123,70355,7.75,2704.379119,746,1
424687,1124,111823,5.09,1816.982423,823,1
475238,1125,110506,6.65,2638.87486,822,1
139384,1126,82257,7.96,925.1214204,847,1
455746,1127,41591,6.66,2534.343993,847,0
454428,1128,73716,4.76,1823.532064,705,1
469431,1129,116037,5.29,2083.934361,632,0
147814,1130,116343,7.65,943.0318915,679,0
307965,1131,82965,6.47,1664.246647,653,0
468618,1132,45400,5.7,2236.40383,823,0
109796,1133,85613,3.03,294.1260379,792,1
453226,1134,99089,3.06,1223.879757,603,0
104825,1135,87959,6.33,554.3658935,770,1
190037,1136,117546,3.47,571.0054516,845,1
386054,1137,58033,5.22,1691.494807,808,1
439186,1138,52571,3.16,1217.581308,590,0
305885,1139,93503,5.06,1300.597244,610,0
336889,1140,75351,7.14,2006.809164,776,1
413137,1141,117222,3.63,1290.870206,816,1
459772,1142,44026,4.47,1737.53346,705,1
283585,1143,79475,4.1,988.9620714,698,1
324033,1144,77329,6.54,1769.507334,611,0
292726,1145,90032,6.38,1559.926576,626,0
300078,1146,101572,6.72,1683.234437,655,0
111855,1147,68128,8,746.0655044,692,1
234825,1148,56633,6.68,1309.428154,782,1
116029,1149,106438,6.98,675.7643242,782,1
480497,1150,98655,7.04,2822.297347,757,1
170613,1151,78220,5.61,801.3513935,587,0
451012,1152,101655,3.83,1477.075085,700,1
401139,1153,110466,7.45,2492.388232,663,0
196295,1154,44905,6.4,1049.17137,816,1
267915,1155,54090,5.82,1304.267957,691,1
113037,1156,93892,4.79,455.7636091,743,1
492595,1157,85561,4.64,1926.86632,834,1
339733,1158,44739,7.74,2192.558938,751,0
346651,1159,54468,3.03,925.0460919,808,1
243297,1160,119292,9.16,1857.441248,606,0
453093,1161,111465,6.27,2373.003724,624,0
465467,1162,106127,7.09,2753.064738,691,1
414864,1163,87188,4.01,1415.573489,730,1
273968,1164,109377,3.51,829.0313496,602,0
161320,1165,61685,5.39,728.5308411,793,1
478033,1166,88354,4.05,1645.734147,769,1
201949,1167,45014,5.12,867.6819035,659,0
461052,1168,75337,8.33,3201.460843,825,0
298253,1169,96166,4.1,1038.291582,813,1
140212,1170,98368,5.5,645.7034696,618,0
220442,1171,56783,3.38,644.8463959,679,0
110854,1172,83337,3.1,301.0071829,834,1
148104,1173,68202,7.85,969.3091795,633,0
406186,1174,40944,4.29,1474.457202,825,1
416869,1175,52812,9.37,3255.401666,760,0
480800,1176,87546,4.07,1661.705943,594,0
453920,1177,90637,4.65,1777.686499,781,1
435121,1178,45824,5.84,2124.563595,676,0
110887,1179,83827,5.65,524.154986,604,0
282861,1180,106439,4.75,1130.341209,765,1
444588,1181,109759,5.35,1992.539929,848,1
339078,1182,53955,4.27,1224.949227,586,0
282168,1183,76091,7.25,1706.136904,614,0
273389,1184,57131,5.89,1345.970559,830,1
210130,1185,104353,7.94,1390.921634,691,1
321397,1186,62882,7.63,2044.660943,608,0
179836,1187,84330,7.98,1196.367634,668,0
404478,1188,109114,6.03,2037.786928,686,1
481983,1189,101385,3.56,1473.401311,823,1
450008,1190,106164,6.84,2568.011396,697,1
487354,1191,40020,4.1,1694.28334,819,0
100817,1192,77262,8.5,714.2788697,825,1
471077,1193,76282,7.88,3094.662989,746,1
198304,1194,117516,9.24,1527.101622,749,1
474951,1195,53271,7.52,2978.06488,586,0
471162,1196,67260,6.95,2731.547267,833,1
385732,1197,81150,3.78,1243.884476,730,1
488589,1198,54606,7.37,3002.709034,629,0
271604,1199,112719,6.52,1477.943892,606,0
477502,1200,55212,3.01,1260.080174,670,0
108033,1201,49237,7.43,669.3080503,745,1
463548,1202,80313,3.23,1299.050641,764,1
374014,1203,97985,4.78,1502.406001,812,1
104062,1204,79809,8.13,705.2278725,618,0
446511,1205,87825,9.46,3520.268708,594,0
405817,1206,108812,9.25,3128.470219,665,0
364848,1207,40096,5.84,1780.671646,679,0
480515,1208,96721,4,1630.998797,633,0
206265,1209,41349,7.79,1339.53997,841,1
162744,1210,45774,3.02,430.1195435,796,1
248483,1211,114804,6.94,1438.39356,595,0
361757,1212,48659,3.62,1120.400487,607,0
239395,1213,63039,3.5,719.2548743,775,1
292419,1214,80102,6.28,1533.039786,655,0
427948,1215,73926,8.59,3063.922284,586,0
442914,1216,66607,4.93,1832.163688,814,1
397760,1217,43678,8.31,2755.108353,810,0
499997,1218,84186,3.42,1470.929181,808,1
241792,1219,101684,5.66,1144.144801,639,0
102732,1220,40351,5.69,488.6435796,793,1
218263,1221,86926,5.34,975.5833741,658,0
334379,1222,74090,4.79,1345.070279,790,1
106401,1223,88100,8.57,760.0066746,797,1
353681,1224,64398,7.12,2100.012215,621,0
336781,1225,57409,6.2,1743.195263,625,0
224494,1226,46033,9.12,1706.313173,772,1
249135,1227,79258,3.99,842.7221531,619,0
254319,1228,78332,5.5,1169.88841,628,0
256299,1229,104061,5,1074.396385,744,1
220913,1230,44593,3.38,642.4374111,586,0
168582,1231,42864,6.09,857.2393676,591,0
472161,1232,43287,5.51,2175.705172,833,0
319126,1233,117723,3.75,1019.015743,725,1
219005,1234,103595,7.96,1453.149189,750,1
288081,1235,96739,7.96,1911.480932,613,0
387483,1236,60010,9.1,2938.671491,594,0
464982,1237,104421,4.3,1686.385492,849,1
136692,1238,55898,4.96,568.4366906,803,1
299903,1239,90812,3.91,994.8578182,717,1
437293,1240,66968,8.85,3225.391943,686,0
429804,1241,117808,8.77,3141.524639,822,1
398036,1242,60099,6.06,2013.94515,730,1
319455,1243,47775,3.1,860.0747297,764,1
243989,1244,98195,4.25,874.8899994,648,0
122438,1245,53778,7.88,804.2420313,834,1
346703,1246,114636,4.45,1298.587297,651,0
410933,1247,84239,6.13,2102.841663,587,0
295369,1248,87728,6.36,1567.594755,725,1
455041,1249,89819,8.88,3367.640761,734,1
197657,1250,73781,5.52,912.1639491,633,0
191294,1251,119905,3.75,610.1029684,600,0
210325,1252,74525,3.84,685.5971063,586,0
264344,1253,115470,3.27,744.9570597,750,1
294946,1254,67547,5.02,1240.465454,637,0
418175,1255,43228,9.11,3174.884869,636,0
375125,1256,47263,9.28,2901.148832,735,0
291058,1257,53316,7.63,1851.285578,694,1
161630,1258,41559,6.24,841.7106478,683,1
369867,1259,88882,4.98,1543.343316,644,0
342560,1260,115945,8.2,2341.2661,716,1
362387,1261,41307,7.81,2359.196168,664,0
278092,1262,111518,7.17,1662.50279,627,0
114109,1263,113142,6.02,573.4788294,744,1
171477,1264,45294,6.7,958.2547317,673,0
422570,1265,61572,7.19,2533.22225,692,1
255108,1266,93126,8.1,1722.323604,596,0
104717,1267,105340,3.4,305.1644664,657,0
442400,1268,103693,3.43,1299.354833,691,1
295859,1269,69820,3.63,914.7747686,823,1
494348,1270,50282,7.51,3094.915543,724,0
474668,1271,82693,7.77,3074.316978,685,1
429666,1272,60754,7.25,2597.120496,705,0
183658,1273,46712,4.82,742.2045576,596,0
323406,1274,115505,8.4,2264.154868,647,0
487140,1275,58495,3.41,1422.463656,824,1
339437,1276,61376,3.94,1131.752769,781,1
106698,1277,100841,7.02,624.5469158,654,0
238566,1278,70791,9.42,1872.828713,769,1
163882,1279,115245,8.79,1200.541683,642,0
302080,1280,75901,3.51,905.1157322,651,0
359890,1281,45004,8.09,2426.702028,683,0
354532,1282,89226,7.29,2154.696578,839,1
293777,1283,80328,7.9,1934.458839,656,0
402621,1284,40152,7.85,2634.421503,669,0
137245,1285,52205,8.32,951.6979434,708,1
192003,1286,74693,3.03,504.5056656,810,1
267630,1287,63197,4.48,1007.47774,698,1
326613,1288,115230,9.05,2463.360817,662,0
370339,1289,91956,6.39,1974.155688,782,1
472378,1290,77739,7.59,2988.668093,763,1
479552,1291,69705,5.11,2050.592108,782,1
139495,1292,97564,4.88,570.2918629,615,0
134665,1293,102366,5.91,664.3828577,603,0
179244,1294,78404,7.29,1089.337311,739,1
244100,1295,65684,3.43,715.4744711,700,1
183367,1296,79497,7.08,1082.394176,606,0
106054,1297,55113,5.64,499.5951122,622,0
203367,1298,44932,8.7,1474.535624,735,1
169829,1299,76205,4.37,624.0130565,724,1
329715,1300,117046,7.71,2118.932062,754,1
302853,1301,110363,5.61,1419.124176,813,1
273749,1302,111433,3.41,797.7329092,797,1
332188,1303,106869,4.33,1209.722915,606,0
361125,1304,106910,5.82,1754.649092,784,1
287610,1305,91596,5.29,1271.968887,640,0
214171,1306,54202,8.69,1551.080319,820,1
292424,1307,47657,3.36,840.5358905,827,1
342989,1308,69334,8.91,2546.853193,791,1
172020,1309,53844,5.73,823.0073229,773,1
250585,1310,68574,3.51,749.2905694,818,1
436585,1311,62907,7.59,2762.110323,678,0
317869,1312,88922,4.01,1075.727166,655,0
236114,1313,52931,4.72,934.1089014,711,1
347356,1314,90368,5.21,1513.204697,621,0
460015,1315,84042,7.4,2837.634159,615,0
100514,1316,99592,7.14,598.3017358,716,1
309795,1317,115967,3.29,873.0714117,775,1
247454,1318,102446,4.62,958.7540702,739,1
130907,1319,52548,6,655.4459645,733,1
276183,1320,41690,9.31,2142.799306,742,0
174917,1321,49988,3.5,521.2975525,581,0
316463,1322,59634,8.37,2207.554956,770,1
473227,1323,102963,8.84,3486.317015,806,1
294534,1324,79723,4.07,1010.378241,737,1
204149,1325,71916,7.39,1257.586274,687,1
444693,1326,47935,7.78,2883.640477,787,0
395352,1327,95723,7.25,2389.392045,775,1
274235,1328,93817,8.49,1940.379272,796,1
135498,1329,82498,8.3,937.2930087,619,0
285915,1330,42400,4.62,1107.452962,647,0
102741,1331,75570,3.83,332.7020246,774,1
477068,1332,110159,9.43,3749.070489,702,1
169172,1333,85847,3.5,503.7987296,821,1
235510,1334,71213,6.71,1317.668421,683,1
402866,1335,40609,3.58,1224.843426,828,1
481802,1336,91999,9.03,3625.722083,797,1
383607,1337,47163,7.71,2465.146049,780,0
303716,1338,77068,6.13,1553.182365,646,0
272797,1339,59538,4.43,1014.376432,688,1
102109,1340,44123,7.28,619.6484585,836,1
248340,1341,111103,6.47,1339.956143,799,1
487317,180,60248,4.02,3609.511076,690,0
135176,120,99780,7.46,1601.742399,691,1
101313,360,56941,6.93,669.2817596,849,1
291015,120,44581,4.17,2969.954842,720,0
198104,120,104496,9.25,2536.379435,831,1
319629,360,68310,3.35,1408.648252,603,0
428228,360,73896,4.28,2114.152059,731,1
223554,180,42176,6.48,1944.938279,691,0
200869,180,88641,3.36,1422.207269,674,0
334260,120,42823,3.85,3360.442128,676,0
381575,360,70761,6.61,2439.48324,702,1
374982,180,87716,5.67,3097.848016,749,1
133414,180,44810,3.61,960.9764932,636,0
320316,360,115082,5.43,1804.676043,756,1
159481,360,106504,6.97,1057.819813,682,1
273682,180,106573,5.17,2188.573474,651,0
289465,180,110229,9.31,2989.56666,780,1
341774,120,54235,3.26,3341.371911,747,0
186509,360,72771,5.36,1042.653332,756,1
221669,361,116419,3.55,1000.034535,756,1
290870,362,67907,3.27,1264.95239,624,0
178897,363,88809,6.88,1172.903984,691,1
301348,364,86053,3.01,1263.517032,658,0
356146,365,100882,9.46,2977.068006,581,0
421934,366,49585,7.41,2911.346086,704,0
276689,367,62577,9.24,2266.254337,756,1
327936,368,91572,7.63,2309.255254,766,1
167935,369,93676,7.13,1124.128452,816,1
376774,370,107347,9.07,3034.926866,820,1
249780,371,58295,4.92,1311.520106,670,0
470690,372,53836,7.06,3121.290851,700,0
321468,373,90957,7.43,2211.633335,645,0
415026,374,63585,4.07,1960.111015,788,1
158797,375,61607,7.98,1151.938474,622,0
371626,376,94547,4.12,1761.396962,752,1
460731,377,46940,9.4,3810.151833,590,0
371561,378,79806,9.05,2976.057982,839,1
444155,379,46113,3.93,2047.637726,810,0
453542,380,40956,7.22,3039.906313,634,0
140407,381,91644,3.96,648.0416305,728,1
474067,382,57645,7.74,3344.629121,808,0
346000,383,70674,3.58,1516.933507,599,0
418600,384,103171,8.64,3218.678648,774,1
167525,385,112604,8.59,1281.435981,695,1
417654,386,119164,8.53,3175.048814,751,1
444255,387,55638,4.77,2250.707767,705,1
410963,388,60618,6.84,2632.646686,788,0
229070,389,108615,5.04,1196.419166,705,1
130526,390,40070,6.45,800.5294479,744,1
212923,391,73490,5.44,1163.771717,621,0
379983,392,94228,7.6,2627.754526,674,0
417824,393,41927,4.05,1921.275071,698,0
304781,394,41990,5.96,1764.244585,670,0
325410,395,71715,8.12,2366.866059,696,1
499137,396,72083,4.03,2280.928148,652,0
339317,397,104921,5.6,1879.49108,849,1
116102,398,88458,4.84,586.4364935,647,0
463445,399,94951,5.94,2665.742753,737,1
413333,400,40693,7.08,2694.887244,820,0
190682,401,66734,7.23,1262.378862,596,0
462261,402,46391,3.55,1967.613818,747,0
434749,403,106682,7.78,3043.708554,645,0
300684,404,75908,6.91,1920.201486,715,1
309765,405,53914,4.26,1443.257407,787,1
427099,406,44770,6.13,2497.295964,769,0
114593,407,114353,6.79,720.9433371,830,1
418983,408,54950,4.65,2045.812526,635,0
128883,409,91662,7.75,896.8193454,696,1
345847,410,50706,3.48,1443.206611,660,0
373240,411,95778,3.97,1662.603941,729,1
237953,412,96924,9.01,1872.529025,697,1
265103,413,97937,3.38,1086.86189,832,1
238491,414,115958,8.79,1836.432644,612,0
377378,415,48907,8.18,2735.631088,841,0
459120,416,49893,5.07,2345.842614,825,0
369947,417,90196,6.33,2196.320218,592,0
302662,418,116950,4.4,1416.532256,710,1
124892,419,87337,7.1,807.0907023,817,1
347053,420,66815,7.05,2229.347227,703,1
210989,421,118972,3.51,872.1652086,844,1
224965,422,45905,6.19,1309.813244,746,1
376706,423,118989,5.03,1903.451045,587,0
439348,424,85901,3.06,1696.59499,642,0
285968,425,99287,3.28,1138.530063,652,0
248853,426,111408,5.57,1341.680743,846,1
442174,427,114542,6.59,2687.538219,675,0
103993,428,58932,6.86,651.2720074,777,1
483323,429,118061,7.4,3210.175863,614,0
443459,430,102103,3.71,1865.787283,683,1
396486,431,51816,8.58,2972.780248,850,0
101699,432,103848,6.57,614.9372286,765,1
143259,433,110980,3.19,557.409205,702,1
419507,434,96347,5.48,2223.544279,602,0
270897,435,72961,7.93,1898.332384,586,0
465897,436,100990,5.52,2478.175105,850,1
474018,437,84198,6.49,2831.81124,844,1
177167,438,55642,5.39,925.7981055,642,0
153275,439,65927,6.19,882.8950405,611,0
443397,440,85410,6.68,2703.264103,584,0
176321,441,52398,9.02,1375.972013,834,1
163751,442,52132,7.4,1081.21542,618,0
209311,443,63532,6.16,1198.499644,644,0
406055,444,54420,6.37,2382.545257,825,0
388091,445,57736,4.59,1816.702233,588,0
132172,446,51565,7.6,890.3872364,730,1
368889,447,106503,7.67,2502.885553,592,0
155132,448,57045,3.89,657.0151188,722,1
216086,449,78201,3.09,812.478577,648,0
165321,450,70895,8.53,1225.752945,594,0
474882,451,98806,5.29,2427.307195,773,1
248792,452,41050,8.97,1926.218704,808,0
248227,453,48163,6.36,1447.647045,825,1
283705,454,53349,5.63,1511.574725,653,0
276545,455,59843,6.03,1547.857144,694,1
196152,456,97607,3.74,806.4733099,740,1
385395,457,86855,6.5,2280.71402,741,1
209570,458,50614,3.73,858.675032,766,1
163826,459,115094,8.69,1231.246213,819,1
439523,460,100021,4.42,1984.674125,678,0
214330,461,118729,6.65,1288.597398,729,1
216052,462,66800,7.34,1405.522704,595,0
141204,463,101399,5.73,757.7436854,761,1
315626,464,88150,5.78,1703.521342,701,1
223756,465,98979,6.83,1371.502753,689,1
489873,466,104406,4.39,2191.86766,621,0
284084,467,91450,5.19,1417.575751,640,0
175049,468,66834,4.34,776.4243006,799,1
449627,469,104039,4.78,2119.488161,599,0
280309,470,81902,8.1,1975.754441,788,1
226509,471,64859,5.23,1133.349467,834,1
284116,472,70214,3.04,1032.565762,619,0
314585,473,60349,4.27,1375.781415,799,1
468144,474,94988,6.6,2781.406577,763,1
194999,475,53022,6.47,1140.014078,679,0
227465,476,109776,6.74,1373.058475,681,1
226935,477,53085,5.88,1231.622479,739,1
317591,478,50515,4.13,1355.351564,798,1
450697,479,95564,8.59,3335.727761,715,1
228859,480,62791,5.15,1126.382676,685,1
398172,481,117072,8.1,2797.685889,740,1
116334,482,91573,5.66,612.0632698,621,0
139090,483,96709,6.02,766.0958391,786,1
134660,484,46634,4.24,581.2258117,741,1
339899,485,74754,9.48,2745.621975,832,1
344874,486,44007,6.36,1979.485023,801,0
363567,487,100838,8.59,2685.800061,769,1
128226,488,96011,4.23,550.9283256,780,1
438258,489,51261,3.87,1782.578408,819,1
262539,490,78017,5.62,1368.181083,639,0
303831,491,107400,7.66,2028.653745,779,1
393639,492,53556,6.22,2214.371761,621,0
454153,493,89461,8.45,3301.834694,819,1
180685,494,82306,7.75,1217.548489,765,1
445777,495,78882,9.35,3549.490259,589,0
327540,496,66108,8.1,2292.394855,646,0
390736,497,95115,3.52,1494.787329,805,1
489991,498,70118,4.04,2030.411837,735,1
329404,499,107706,8.19,2326.276715,708,1
146981,500,114695,6.9,896.1140393,685,1
135273,501,61725,3.67,528.0685532,643,0
326723,502,48380,6.24,1834.737476,762,1
180761,503,42663,9.03,1392.292722,643,0
210656,504,99150,8.6,1552.149229,677,0
123060,505,60236,7.11,768.0116359,602,0
362969,506,44724,3.22,1312.098217,654,0
259214,507,85901,4.92,1215.471587,752,1
386495,508,75581,7.02,2384.152477,781,1
458652,509,41616,7.54,3005.841122,823,0
354415,510,46351,6.75,2114.598653,604,0
413562,511,68040,9.21,3239.201794,674,0
454185,512,40704,3.84,1805.006468,783,0
233868,513,41479,7,1436.938969,614,0
393147,514,66261,3.91,1577.318249,606,0
267838,515,83731,5.88,1427.574506,824,1
485173,516,69379,8.05,3361.418862,612,0
490492,517,104886,8.15,3435.047629,599,0
167898,518,100435,3.2,598.3314133,801,1
446795,519,110308,8.23,3155.142171,707,1
465049,520,119542,7.91,3169.502068,634,0
406311,521,60167,6.9,2460.364291,834,1
451328,522,96071,8.66,3335.241407,802,1
304611,523,114472,7.16,1902.244522,848,1
301350,524,96004,4.62,1338.973187,728,1
332142,525,90204,4.14,1370.616125,670,0
251621,526,72330,9.48,2019.999917,714,1
468460,527,62358,4.83,2143.651881,687,1
337769,528,58258,8.09,2344.632872,623,0
438306,529,43221,3.66,1670.392111,678,0
420807,530,56617,8.18,2949.033276,640,0
187580,531,51150,4.84,857.7552131,730,1
150382,532,98938,3.91,595.5031596,823,1
203658,533,101986,7.57,1331.369694,751,1
280902,534,55105,3.04,960.2943053,742,1
332669,535,82858,4,1333.732088,580,0
120289,536,51879,4.9,553.4838797,693,1
345977,537,114688,6.18,1902.37247,794,1
407966,538,103485,7.22,2555.980257,777,1
157217,539,107248,3.71,599.6409703,721,1
406428,540,69714,4.66,1800.318147,704,1
224123,541,41529,5.11,1060.872894,645,0
451321,542,95919,7.46,2906.78069,702,1
304688,543,64845,4.22,1258.564332,770,1
419084,544,85539,9.44,3343.889187,804,1
489255,545,54654,8.72,3625.336611,823,0
242054,546,60645,6.16,1323.370497,645,0
410980,547,102173,3.19,1426.37991,701,1
240044,548,67212,6.59,1387.224648,618,0
119521,549,99943,5.33,581.9479714,802,1
184209,550,84824,3.59,683.2339086,823,1
495223,551,112730,8.46,3565.626847,838,1
447444,552,94828,5.7,2292.999836,643,0
174649,553,68543,8.16,1216.28412,648,0
454650,554,54398,4.68,2005.222001,621,0
396837,555,98801,9.43,3159.488317,817,1
461531,556,49938,7.91,3123.195551,710,0
246283,557,110216,8.36,1752.435101,695,1
362813,558,80811,8.63,2657.981532,635,0
361049,559,48652,8.74,2675.953684,603,0
370913,560,52835,4.44,1570.974626,598,0
266402,561,115900,7.06,1627.924966,701,1
280944,562,74821,3.25,973.88463,596,0
191573,563,84134,4.56,825.5619186,601,0
369816,564,106961,7.21,2300.413875,767,1
366799,565,43472,4.81,1641.51438,603,0
325186,566,81030,4.18,1316.695099,728,1
419705,567,116109,7.96,2851.185145,616,0
487396,568,70339,5.08,2269.286343,615,0
249395,569,84790,7.21,1549.729455,807,1
292995,570,63493,4.32,1210.934378,744,1
189031,571,118764,3.58,689.8467954,691,1
285533,572,82557,6.33,1584.3301,790,1
173556,573,60985,7.16,1070.981919,752,1
322305,574,108175,5.91,1687.963641,635,0
410463,575,65676,9.38,3245.33975,800,0
368458,576,69228,9.34,2901.180511,690,0
173948,577,92200,9.33,1368.125479,807,1
234611,578,74043,3.58,852.2591984,818,1
415482,579,95298,6.07,2221.281649,773,1
171631,580,92674,8.22,1198.532585,638,0
256556,581,43396,3.46,910.6909627,664,0
256921,582,93121,9.09,1970.563293,636,0
398213,583,111793,5.73,2027.609697,605,0
496435,584,109957,5.83,2563.038959,583,0
315168,585,74710,3.68,1159.935344,662,0
199030,586,83457,3.86,755.2303184,820,1
457124,587,75097,5.86,2367.961438,592,0
247477,588,104930,8.29,1740.025635,596,0
366233,589,105348,4.13,1452.419107,724,1
269496,590,65991,3.29,922.2216373,581,0
493265,591,49848,7.6,3200.714007,805,0
276723,592,61029,7.56,1786.745829,690,1
224600,593,89957,5.33,1075.249944,603,0
353179,594,41378,5.46,1723.168797,687,1
411005,595,44552,3.11,1355.841023,628,0
152568,596,98393,5.51,749.3985799,828,1
354687,597,56046,6.8,2081.218797,845,1
465755,598,103267,5.14,2162.859523,774,1
438733,599,92169,3.74,1618.310452,704,1
225069,600,103602,3.95,860.6674499,845,1
311160,601,110769,7.85,2076.762268,690,1
173617,602,45458,3.53,615.7934522,720,1
475914,603,86995,5.59,2360.134394,628,0
301819,604,118565,8.13,2080.051958,644,0
409190,605,119766,7.09,2488.105605,611,0
187055,606,40665,8.75,1380.849858,691,1
206570,607,52314,6.67,1189.307618,799,1
313713,608,79741,4.27,1261.875747,601,0
285755,609,63203,5,1293.451595,772,1
200535,610,80524,9.08,1532.815453,707,1
156437,611,104222,7.27,972.0090032,665,0
354348,612,47243,8.69,2597.455973,644,0
300003,613,110005,7.86,2001.604971,805,1
472026,614,105147,7.64,3067.527458,767,1
263063,615,86568,5.39,1261.754873,829,1
455325,616,94020,6.41,2527.123191,698,1
335653,617,100048,3.86,1252.333734,825,1
235366,618,59163,6.09,1249.180307,740,1
171306,619,71752,4.92,762.9672506,825,1
452106,620,97140,6.2,2435.652598,761,1
394691,621,79478,5.34,1875.390312,627,0
331622,622,77335,7.07,2005.73662,694,1
409537,623,57790,7.03,2463.947378,661,0
499438,624,100733,3.38,1700.791497,752,1
288922,625,62248,9.35,2268.929661,656,0
236154,626,41405,7,1414.664004,762,1
103876,627,57733,8.75,765.4754465,695,1
482685,628,88245,7.11,2931.674483,679,0
364861,629,72802,8.08,2493.340202,609,0
128481,630,113230,4.92,570.0669894,794,1
369236,631,105051,7.89,2467.198775,691,1
203433,632,54688,6.66,1164.285351,777,1
356584,633,111410,5.43,1711.783971,652,0
399309,634,114741,8.12,2740.087616,850,1
251830,635,66468,4.27,1001.019844,804,1
191249,636,93053,6.4,1055.835987,593,0
476216,637,61129,3.41,1618.816472,744,1
101550,638,100790,7.14,618.264677,818,1
328377,639,116529,3.88,1216.352941,816,1
216579,640,72110,8.77,1597.953586,820,1
401219,641,46772,9.05,3050.565107,717,0
186292,642,112565,7.01,1114.750543,744,1
306382,643,49579,9.33,2398.608394,595,0
285902,644,95917,8.82,2120.357128,740,1
195780,645,47606,5.5,946.9110357,678,0
354185,646,72453,4.35,1421.157911,817,1
121629,647,89396,5.57,594.2600882,742,1
214015,648,83925,8.44,1521.451173,594,0
478897,649,85503,7.96,3220.788009,683,1
423084,650,92726,7.75,2774.678779,755,1
190205,651,92712,3.16,611.1906131,702,1
139523,652,85391,6.59,788.3946269,629,0
376493,653,68011,5.28,1756.468544,618,0
159190,654,92587,3.59,554.9061806,650,0
378445,655,87838,4.33,1508.060429,655,0
380436,656,42228,8.94,2856.18481,839,0
186281,657,85484,5.59,910.7436322,678,0
297408,658,64286,7.01,1775.809158,704,1
466677,659,55132,4.66,1965.0605,670,0
110876,660,54859,7.08,667.9263976,790,1
455276,661,43816,6.2,2432.938521,730,0
251949,662,71926,7.13,1527.246415,586,0
114112,663,88898,4.26,447.8287788,722,1
128216,664,65435,7.38,802.2131235,839,1
407562,665,113896,4.17,1572.895063,712,1
142001,666,111935,4.91,622.0168624,710,1
320633,667,48919,7.98,2158.158729,823,0
264915,668,94706,6.55,1485.128902,766,1
308964,669,80796,4.24,1205.542044,720,1
116136,670,56426,5.57,564.4222727,777,1
318707,671,67082,4.42,1282.732449,767,1
391389,672,105394,7.64,2527.363227,843,1
203842,673,115606,5.92,1043.655828,715,1
483064,674,112165,7.04,2890.036713,818,1
196602,675,65552,6.47,1088.897437,704,1
117210,676,69152,4.82,504.3576155,823,1
343454,677,79544,3.48,1159.228863,621,0
143553,678,43282,4.54,588.5984788,683,1
366906,679,74093,4.71,1548.431407,613,0
267171,680,109201,5.23,1228.243243,776,1
138943,681,83695,7.29,857.9523459,807,1
413261,682,112944,8.6,2984.600363,698,1
303959,683,46815,6.28,1637.039919,689,1
347421,684,107929,4.69,1459.074458,765,1
357351,685,111913,4.3,1401.417379,655,0
143081,686,88691,3.35,468.6675139,827,1
325154,687,108556,5.55,1569.769946,648,0
405532,688,55481,8.45,2878.664876,738,0
125247,689,67248,4.13,475.6450948,760,1
155387,690,115669,5.56,750.8870524,652,0
463102,691,41707,6.09,2423.57808,820,0
435230,692,44197,4.54,1776.873887,603,0
161213,693,66241,8.05,1092.087955,614,0
282515,694,55030,6.66,1602.362618,643,0
175911,695,118817,8.15,1205.648056,750,1
396690,696,111966,8.15,2718.642054,615,0
118043,697,99630,9.11,900.7698007,787,1
482456,698,66174,5.58,2335.036378,657,0
309433,699,62221,7.57,1976.376328,637,0
113586,700,80739,3.24,361.4221366,756,1
134074,701,76752,6.76,770.2961309,788,1
345415,702,91770,5.1,1546.80225,768,1
178434,703,107836,7.24,1092.470707,824,1
178116,704,59577,7.19,1083.36756,652,0
161939,705,45323,7.76,1058.454117,699,1
155310,706,96905,6.12,814.5280522,734,1
441802,707,40856,3.52,1482.920607,606,0
152707,708,116273,5.3,705.610083,661,0
449417,709,45000,5.96,2300.706364,793,0
466828,710,64464,9.12,3564.389321,748,0
145982,711,64614,9.5,1159.952019,828,1
333934,712,101422,4.82,1423.290849,768,1
407160,713,73472,4.46,1628.93274,657,0
117633,714,99822,5.11,526.2450231,659,0
324300,715,96363,3.84,1155.429576,597,0
447561,716,63819,4.27,1728.445976,605,0
176536,717,105158,8.2,1215.537639,609,0
102359,718,47470,7.13,616.9527328,740,1
446870,719,86697,7.21,2721.612278,811,1
247335,720,114389,9.41,1946.546145,674,0
467881,721,93724,7.29,2878.914772,830,1
170905,722,53177,7.15,1032.47091,745,1
227794,723,65330,7.99,1529.339414,597,0
367660,724,58520,6.96,2165.320827,725,1
209733,725,74352,5.25,958.0258662,673,0
378879,726,88400,8.38,2662.866689,718,1
391452,727,43578,4.82,1662.513123,758,1
317410,728,69308,5.95,1618.001384,705,1
443576,729,103101,6.25,2363.863922,603,0
180221,730,92812,3.93,649.9684556,592,0
121562,731,40739,5.5,577.5700388,715,1
170090,732,101718,7.29,1045.713014,607,0
367864,733,86231,8.27,2551.810873,784,1
